company_name,ticker,date,card_spend
"Copart, Inc.",CPRT,2015-01-01,1032.0
"Copart, Inc.",CPRT,2015-01-02,1105.0
"Copart, Inc.",CPRT,2015-01-03,2484.0
"Copart, Inc.",CPRT,2015-01-04,634.0
"Copart, Inc.",CPRT,2015-01-05,1452.0
"Copart, Inc.",CPRT,2015-01-06,6608.0
"Copart, Inc.",CPRT,2015-01-07,1154.0
"Copart, Inc.",CPRT,2015-01-08,7729.0
"Copart, Inc.",CPRT,2015-01-09,385.0
"Copart, Inc.",CPRT,2015-01-10,1492.0
"Copart, Inc.",CPRT,2015-01-11,3621.0
"Copart, Inc.",CPRT,2015-01-12,4348.0
"Copart, Inc.",CPRT,2015-01-13,7.0
"Copart, Inc.",CPRT,2015-01-14,4944.0
"Copart, Inc.",CPRT,2015-01-15,241.0
"Copart, Inc.",CPRT,2015-01-16,0.0
"Copart, Inc.",CPRT,2015-01-17,0.0
"Copart, Inc.",CPRT,2015-01-18,0.0
"Copart, Inc.",CPRT,2015-01-19,0.0
"Copart, Inc.",CPRT,2015-01-20,2813.0
"Copart, Inc.",CPRT,2015-01-21,3314.0
"Copart, Inc.",CPRT,2015-01-22,193.0
"Copart, Inc.",CPRT,2015-01-23,482.0
"Copart, Inc.",CPRT,2015-01-24,0.0
"Copart, Inc.",CPRT,2015-01-25,203.0
"Copart, Inc.",CPRT,2015-01-26,2974.0
"Copart, Inc.",CPRT,2015-01-27,1254.0
"Copart, Inc.",CPRT,2015-01-28,0.0
"Copart, Inc.",CPRT,2015-01-29,0.0
"Copart, Inc.",CPRT,2015-01-30,1694.0
"Copart, Inc.",CPRT,2015-01-31,193.0
"Copart, Inc.",CPRT,2015-02-01,2680.0
"Copart, Inc.",CPRT,2015-02-02,1399.0
"Copart, Inc.",CPRT,2015-02-03,4671.0
"Copart, Inc.",CPRT,2015-02-04,106.0
"Copart, Inc.",CPRT,2015-02-05,1875.0
"Copart, Inc.",CPRT,2015-02-06,0.0
"Copart, Inc.",CPRT,2015-02-07,822.0
"Copart, Inc.",CPRT,2015-02-08,585.0
"Copart, Inc.",CPRT,2015-02-09,1928.0
"Copart, Inc.",CPRT,2015-02-10,5323.0
"Copart, Inc.",CPRT,2015-02-11,492.0
"Copart, Inc.",CPRT,2015-02-12,145.0
"Copart, Inc.",CPRT,2015-02-13,2466.0
"Copart, Inc.",CPRT,2015-02-14,246.0
"Copart, Inc.",CPRT,2015-02-15,774.0
"Copart, Inc.",CPRT,2015-02-16,1500.0
"Copart, Inc.",CPRT,2015-02-17,4877.0
"Copart, Inc.",CPRT,2015-02-18,1119.0
"Copart, Inc.",CPRT,2015-02-19,4715.0
"Copart, Inc.",CPRT,2015-02-20,528.0
"Copart, Inc.",CPRT,2015-02-21,648.0
"Copart, Inc.",CPRT,2015-02-22,739.0
"Copart, Inc.",CPRT,2015-02-23,678.0
"Copart, Inc.",CPRT,2015-02-24,2825.0
"Copart, Inc.",CPRT,2015-02-25,969.0
"Copart, Inc.",CPRT,2015-02-26,0.0
"Copart, Inc.",CPRT,2015-02-27,2647.0
"Copart, Inc.",CPRT,2015-02-28,0.0
"Copart, Inc.",CPRT,2015-03-01,970.0
"Copart, Inc.",CPRT,2015-03-02,9561.0
"Copart, Inc.",CPRT,2015-03-03,2734.0
"Copart, Inc.",CPRT,2015-03-04,194.0
"Copart, Inc.",CPRT,2015-03-05,1252.0
"Copart, Inc.",CPRT,2015-03-06,2862.0
"Copart, Inc.",CPRT,2015-03-07,243.0
"Copart, Inc.",CPRT,2015-03-08,631.0
"Copart, Inc.",CPRT,2015-03-09,49.0
"Copart, Inc.",CPRT,2015-03-10,3891.0
"Copart, Inc.",CPRT,2015-03-11,340.0
"Copart, Inc.",CPRT,2015-03-12,4799.0
"Copart, Inc.",CPRT,2015-03-13,4646.0
"Copart, Inc.",CPRT,2015-03-14,972.0
"Copart, Inc.",CPRT,2015-03-15,0.0
"Copart, Inc.",CPRT,2015-03-16,1432.0
"Copart, Inc.",CPRT,2015-03-17,185.0
"Copart, Inc.",CPRT,2015-03-18,0.0
"Copart, Inc.",CPRT,2015-03-19,146.0
"Copart, Inc.",CPRT,2015-03-20,1071.0
"Copart, Inc.",CPRT,2015-03-21,0.0
"Copart, Inc.",CPRT,2015-03-22,0.0
"Copart, Inc.",CPRT,2015-03-23,12627.0
"Copart, Inc.",CPRT,2015-03-24,1391.0
"Copart, Inc.",CPRT,2015-03-25,1965.0
"Copart, Inc.",CPRT,2015-03-26,979.0
"Copart, Inc.",CPRT,2015-03-27,4351.0
"Copart, Inc.",CPRT,2015-03-28,0.0
"Copart, Inc.",CPRT,2015-03-29,294.0
"Copart, Inc.",CPRT,2015-03-30,1560.0
"Copart, Inc.",CPRT,2015-03-31,3489.0
"Copart, Inc.",CPRT,2015-04-01,3687.0
"Copart, Inc.",CPRT,2015-04-02,6145.0
"Copart, Inc.",CPRT,2015-04-03,2015.0
"Copart, Inc.",CPRT,2015-04-04,167.0
"Copart, Inc.",CPRT,2015-04-05,0.0
"Copart, Inc.",CPRT,2015-04-06,0.0
"Copart, Inc.",CPRT,2015-04-07,0.0
"Copart, Inc.",CPRT,2015-04-08,716.0
"Copart, Inc.",CPRT,2015-04-09,1334.0
"Copart, Inc.",CPRT,2015-04-10,2104.0
"Copart, Inc.",CPRT,2015-04-11,0.0
"Copart, Inc.",CPRT,2015-04-12,883.0
"Copart, Inc.",CPRT,2015-04-13,912.0
"Copart, Inc.",CPRT,2015-04-14,8165.0
"Copart, Inc.",CPRT,2015-04-15,46563.0
"Copart, Inc.",CPRT,2015-04-16,78920.0
"Copart, Inc.",CPRT,2015-04-17,17485.0
"Copart, Inc.",CPRT,2015-04-18,0.0
"Copart, Inc.",CPRT,2015-04-19,590.0
"Copart, Inc.",CPRT,2015-04-20,1797.0
"Copart, Inc.",CPRT,2015-04-21,3618.0
"Copart, Inc.",CPRT,2015-04-22,1636.0
"Copart, Inc.",CPRT,2015-04-23,2442.0
"Copart, Inc.",CPRT,2015-04-24,11577.0
"Copart, Inc.",CPRT,2015-04-25,541.0
"Copart, Inc.",CPRT,2015-04-26,689.0
"Copart, Inc.",CPRT,2015-04-27,3520.0
"Copart, Inc.",CPRT,2015-04-28,1613.0
"Copart, Inc.",CPRT,2015-04-29,1526.0
"Copart, Inc.",CPRT,2015-04-30,0.0
"Copart, Inc.",CPRT,2015-05-01,788.0
"Copart, Inc.",CPRT,2015-05-02,27083.0
"Copart, Inc.",CPRT,2015-05-03,1773.0
"Copart, Inc.",CPRT,2015-05-04,7663.0
"Copart, Inc.",CPRT,2015-05-05,4046.0
"Copart, Inc.",CPRT,2015-05-06,434.0
"Copart, Inc.",CPRT,2015-05-07,592.0
"Copart, Inc.",CPRT,2015-05-08,3994.0
"Copart, Inc.",CPRT,2015-05-09,1030.0
"Copart, Inc.",CPRT,2015-05-10,0.0
"Copart, Inc.",CPRT,2015-05-11,572.0
"Copart, Inc.",CPRT,2015-05-12,35649.0
"Copart, Inc.",CPRT,2015-05-13,790.0
"Copart, Inc.",CPRT,2015-05-14,10399.0
"Copart, Inc.",CPRT,2015-05-15,1455.0
"Copart, Inc.",CPRT,2015-05-16,2969.0
"Copart, Inc.",CPRT,2015-05-17,2848.0
"Copart, Inc.",CPRT,2015-05-18,1284.0
"Copart, Inc.",CPRT,2015-05-19,2544.0
"Copart, Inc.",CPRT,2015-05-20,593.0
"Copart, Inc.",CPRT,2015-05-21,7573.0
"Copart, Inc.",CPRT,2015-05-22,1246.0
"Copart, Inc.",CPRT,2015-05-23,11491.0
"Copart, Inc.",CPRT,2015-05-24,297.0
"Copart, Inc.",CPRT,2015-05-25,661.0
"Copart, Inc.",CPRT,2015-05-26,10895.0
"Copart, Inc.",CPRT,2015-05-27,2834.0
"Copart, Inc.",CPRT,2015-05-28,1321.0
"Copart, Inc.",CPRT,2015-05-29,842.0
"Copart, Inc.",CPRT,2015-05-30,5410.0
"Copart, Inc.",CPRT,2015-05-31,0.0
"Copart, Inc.",CPRT,2015-06-01,3259.0
"Copart, Inc.",CPRT,2015-06-02,2779.0
"Copart, Inc.",CPRT,2015-06-03,297.0
"Copart, Inc.",CPRT,2015-06-04,0.0
"Copart, Inc.",CPRT,2015-06-05,0.0
"Copart, Inc.",CPRT,2015-06-06,357.0
"Copart, Inc.",CPRT,2015-06-07,2602.0
"Copart, Inc.",CPRT,2015-06-08,0.0
"Copart, Inc.",CPRT,2015-06-09,596.0
"Copart, Inc.",CPRT,2015-06-10,1940.0
"Copart, Inc.",CPRT,2015-06-11,707.0
"Copart, Inc.",CPRT,2015-06-12,795.0
"Copart, Inc.",CPRT,2015-06-13,1912.0
"Copart, Inc.",CPRT,2015-06-14,9457.0
"Copart, Inc.",CPRT,2015-06-15,7593.0
"Copart, Inc.",CPRT,2015-06-16,497.0
"Copart, Inc.",CPRT,2015-06-17,45139.0
"Copart, Inc.",CPRT,2015-06-18,4368.0
"Copart, Inc.",CPRT,2015-06-19,7952.0
"Copart, Inc.",CPRT,2015-06-20,0.0
"Copart, Inc.",CPRT,2015-06-21,0.0
"Copart, Inc.",CPRT,2015-06-22,11658.0
"Copart, Inc.",CPRT,2015-06-23,50.0
"Copart, Inc.",CPRT,2015-06-24,0.0
"Copart, Inc.",CPRT,2015-06-25,810.0
"Copart, Inc.",CPRT,2015-06-26,12125.0
"Copart, Inc.",CPRT,2015-06-27,0.0
"Copart, Inc.",CPRT,2015-06-28,10015.0
"Copart, Inc.",CPRT,2015-06-29,498.0
"Copart, Inc.",CPRT,2015-06-30,2723.0
"Copart, Inc.",CPRT,2015-07-01,3317.0
"Copart, Inc.",CPRT,2015-07-02,17121.0
"Copart, Inc.",CPRT,2015-07-03,10368.0
"Copart, Inc.",CPRT,2015-07-04,12290.0
"Copart, Inc.",CPRT,2015-07-05,0.0
"Copart, Inc.",CPRT,2015-07-06,1116.0
"Copart, Inc.",CPRT,2015-07-07,1590.0
"Copart, Inc.",CPRT,2015-07-08,1216.0
"Copart, Inc.",CPRT,2015-07-09,289.0
"Copart, Inc.",CPRT,2015-07-10,40.0
"Copart, Inc.",CPRT,2015-07-11,0.0
"Copart, Inc.",CPRT,2015-07-12,3458.0
"Copart, Inc.",CPRT,2015-07-13,100.0
"Copart, Inc.",CPRT,2015-07-14,797.0
"Copart, Inc.",CPRT,2015-07-15,849.0
"Copart, Inc.",CPRT,2015-07-16,5771.0
"Copart, Inc.",CPRT,2015-07-17,0.0
"Copart, Inc.",CPRT,2015-07-18,500.0
"Copart, Inc.",CPRT,2015-07-19,31723.0
"Copart, Inc.",CPRT,2015-07-20,0.0
"Copart, Inc.",CPRT,2015-07-21,180.0
"Copart, Inc.",CPRT,2015-07-22,576.0
"Copart, Inc.",CPRT,2015-07-23,9269.0
"Copart, Inc.",CPRT,2015-07-24,200.0
"Copart, Inc.",CPRT,2015-07-25,0.0
"Copart, Inc.",CPRT,2015-07-26,997.0
"Copart, Inc.",CPRT,2015-07-27,4153.0
"Copart, Inc.",CPRT,2015-07-28,8028.0
"Copart, Inc.",CPRT,2015-07-29,13702.0
"Copart, Inc.",CPRT,2015-07-30,2196.0
"Copart, Inc.",CPRT,2015-07-31,8727.0
"Copart, Inc.",CPRT,2015-08-01,451.0
"Copart, Inc.",CPRT,2015-08-02,3386.0
"Copart, Inc.",CPRT,2015-08-03,853.0
"Copart, Inc.",CPRT,2015-08-04,8926.0
"Copart, Inc.",CPRT,2015-08-05,853.0
"Copart, Inc.",CPRT,2015-08-06,2675.0
"Copart, Inc.",CPRT,2015-08-07,0.0
"Copart, Inc.",CPRT,2015-08-08,0.0
"Copart, Inc.",CPRT,2015-08-09,0.0
"Copart, Inc.",CPRT,2015-08-10,4770.0
"Copart, Inc.",CPRT,2015-08-11,6848.0
"Copart, Inc.",CPRT,2015-08-12,2998.0
"Copart, Inc.",CPRT,2015-08-13,7319.0
"Copart, Inc.",CPRT,2015-08-14,6840.0
"Copart, Inc.",CPRT,2015-08-15,3018.0
"Copart, Inc.",CPRT,2015-08-16,3898.0
"Copart, Inc.",CPRT,2015-08-17,171.0
"Copart, Inc.",CPRT,2015-08-18,413.0
"Copart, Inc.",CPRT,2015-08-19,0.0
"Copart, Inc.",CPRT,2015-08-20,352.0
"Copart, Inc.",CPRT,2015-08-21,322.0
"Copart, Inc.",CPRT,2015-08-22,0.0
"Copart, Inc.",CPRT,2015-08-23,1139.0
"Copart, Inc.",CPRT,2015-08-24,232.0
"Copart, Inc.",CPRT,2015-08-25,352.0
"Copart, Inc.",CPRT,2015-08-26,403.0
"Copart, Inc.",CPRT,2015-08-27,0.0
"Copart, Inc.",CPRT,2015-08-28,4350.0
"Copart, Inc.",CPRT,2015-08-29,5574.0
"Copart, Inc.",CPRT,2015-08-30,4248.0
"Copart, Inc.",CPRT,2015-08-31,11846.0
"Copart, Inc.",CPRT,2015-09-01,4616.0
"Copart, Inc.",CPRT,2015-09-02,606.0
"Copart, Inc.",CPRT,2015-09-03,1477.0
"Copart, Inc.",CPRT,2015-09-04,0.0
"Copart, Inc.",CPRT,2015-09-05,0.0
"Copart, Inc.",CPRT,2015-09-06,0.0
"Copart, Inc.",CPRT,2015-09-07,0.0
"Copart, Inc.",CPRT,2015-09-08,2519.0
"Copart, Inc.",CPRT,2015-09-09,8752.0
"Copart, Inc.",CPRT,2015-09-10,1618.0
"Copart, Inc.",CPRT,2015-09-11,6789.0
"Copart, Inc.",CPRT,2015-09-12,3146.0
"Copart, Inc.",CPRT,2015-09-13,0.0
"Copart, Inc.",CPRT,2015-09-14,2737.0
"Copart, Inc.",CPRT,2015-09-15,1248.0
"Copart, Inc.",CPRT,2015-09-16,0.0
"Copart, Inc.",CPRT,2015-09-17,911.0
"Copart, Inc.",CPRT,2015-09-18,1077.0
"Copart, Inc.",CPRT,2015-09-19,3405.0
"Copart, Inc.",CPRT,2015-09-20,0.0
"Copart, Inc.",CPRT,2015-09-21,5521.0
"Copart, Inc.",CPRT,2015-09-22,304.0
"Copart, Inc.",CPRT,2015-09-23,3623.0
"Copart, Inc.",CPRT,2015-09-24,0.0
"Copart, Inc.",CPRT,2015-09-25,1219.0
"Copart, Inc.",CPRT,2015-09-26,508.0
"Copart, Inc.",CPRT,2015-09-27,2033.0
"Copart, Inc.",CPRT,2015-09-28,4076.0
"Copart, Inc.",CPRT,2015-09-29,3131.0
"Copart, Inc.",CPRT,2015-09-30,4875.0
"Copart, Inc.",CPRT,2015-10-01,1018.0
"Copart, Inc.",CPRT,2015-10-02,3223.0
"Copart, Inc.",CPRT,2015-10-03,2966.0
"Copart, Inc.",CPRT,2015-10-04,407.0
"Copart, Inc.",CPRT,2015-10-05,81.0
"Copart, Inc.",CPRT,2015-10-06,2803.0
"Copart, Inc.",CPRT,2015-10-07,2880.0
"Copart, Inc.",CPRT,2015-10-08,15082.0
"Copart, Inc.",CPRT,2015-10-09,9910.0
"Copart, Inc.",CPRT,2015-10-10,11505.0
"Copart, Inc.",CPRT,2015-10-11,5933.0
"Copart, Inc.",CPRT,2015-10-12,762.0
"Copart, Inc.",CPRT,2015-10-13,0.0
"Copart, Inc.",CPRT,2015-10-14,18904.0
"Copart, Inc.",CPRT,2015-10-15,6954.0
"Copart, Inc.",CPRT,2015-10-16,611.0
"Copart, Inc.",CPRT,2015-10-17,986.0
"Copart, Inc.",CPRT,2015-10-18,153.0
"Copart, Inc.",CPRT,2015-10-19,0.0
"Copart, Inc.",CPRT,2015-10-20,1579.0
"Copart, Inc.",CPRT,2015-10-21,0.0
"Copart, Inc.",CPRT,2015-10-22,112.0
"Copart, Inc.",CPRT,2015-10-23,1502.0
"Copart, Inc.",CPRT,2015-10-24,408.0
"Copart, Inc.",CPRT,2015-10-25,0.0
"Copart, Inc.",CPRT,2015-10-26,3516.0
"Copart, Inc.",CPRT,2015-10-27,7233.0
"Copart, Inc.",CPRT,2015-10-28,572.0
"Copart, Inc.",CPRT,2015-10-29,391.0
"Copart, Inc.",CPRT,2015-10-30,1375.0
"Copart, Inc.",CPRT,2015-10-31,1631.0
"Copart, Inc.",CPRT,2015-11-01,3167.0
"Copart, Inc.",CPRT,2015-11-02,1021.0
"Copart, Inc.",CPRT,2015-11-03,802.0
"Copart, Inc.",CPRT,2015-11-04,11457.0
"Copart, Inc.",CPRT,2015-11-05,0.0
"Copart, Inc.",CPRT,2015-11-06,11403.0
"Copart, Inc.",CPRT,2015-11-07,3884.0
"Copart, Inc.",CPRT,2015-11-08,2219.0
"Copart, Inc.",CPRT,2015-11-09,6780.0
"Copart, Inc.",CPRT,2015-11-10,0.0
"Copart, Inc.",CPRT,2015-11-11,4774.0
"Copart, Inc.",CPRT,2015-11-12,307.0
"Copart, Inc.",CPRT,2015-11-13,12402.0
"Copart, Inc.",CPRT,2015-11-14,3508.0
"Copart, Inc.",CPRT,2015-11-15,0.0
"Copart, Inc.",CPRT,2015-11-16,2047.0
"Copart, Inc.",CPRT,2015-11-17,2056.0
"Copart, Inc.",CPRT,2015-11-18,1280.0
"Copart, Inc.",CPRT,2015-11-19,108.0
"Copart, Inc.",CPRT,2015-11-20,2745.0
"Copart, Inc.",CPRT,2015-11-21,170.0
"Copart, Inc.",CPRT,2015-11-22,481.0
"Copart, Inc.",CPRT,2015-11-23,6197.0
"Copart, Inc.",CPRT,2015-11-24,2822.0
"Copart, Inc.",CPRT,2015-11-25,386.0
